to_id,from_id
600817,14433
600817,39
600817,39
600817,14617
600817,14617
600817,14617
600817,14617
600817,838030
600817,838030
600817,600066
600817,600066
600817,600066
600817,600066
600817,14617
600817,14617
600817,14617
600817,14617
600817,838030
600817,838030
600817,600066
600817,600066
600817,630
600817,630
591,600066
591,601995
591,601995
591,601995
591,601995
591,601995
591,601995
591,601995
591,833873
783,2945
783,835670
783,835670
783,835670
783,835670
783,835670
783,835670
601628,8617
821,300028
821,300028
821,300028
600807,9448
600807,11834
413,836149
413,40
600141,7090
911,600037
911,603697
911,603697
911,603697
911,14385
911,603697
911,603697
911,14385
911,603697
911,603697
911,600037
911,603697
911,600037
911,600037
911,600037
603079,488
603079,488
603079,200
601375,548
601375,548
601375,548
601375,548
2336,548
603315,300071
603315,300071
603315,300071
603315,630
603315,630
603315,630
603315,11273
603315,11273
603315,600037
603315,600037
603315,600037
603315,600037
603315,300071
603315,11273
300230,600037
300230,11630
300230,11630
603829,2003
603829,600959
603829,2003
603829,2003
300655,2003
300655,519
300655,519
300655,519
603696,833509
600133,7221
600133,9173
600133,8631
600133,6430
603353,548
2422,600422
2422,600422
2422,300952
2422,2369
2422,300952
2422,600422
600498,2649
600498,832662
600498,832662
600498,832662
603687,12977
603687,12977
603687,12977
603687,12977
603687,12977
603687,12977
603687,12977
603687,12977
603687,501
600876,630
600876,601668
600876,600552
600876,601668
600876,601668
600876,600552
600876,600552
600810,600552
600810,9782
600810,837046
600810,200
601098,2399
600369,508077
600369,601963
600369,601963
2935,90
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
581,9601
600712,12386
600712,832735
600712,12386
600712,12386
600712,832735
600712,911
603377,603377
600055,2199
600055,2199
831,600058
831,600058
831,600058
831,600058
831,600058
831,600058
831,600058
831,600058
831,600058
2291,600058
2291,8545
2291,8545
2291,8545
2291,9937
2291,9937
2291,9937
2291,9481
2291,9481
2291,8545
2291,9937
2291,9937
2291,9937
2291,9481
2291,9481
2291,9481
2291,9481
2291,9481
2291,9481
2291,9481
2291,9481
2291,9481
2291,8545
2291,8545
2291,9937
2291,9937
2291,9937
2291,9937
2291,9937
2291,9481
2291,9481
2291,9481
2291,9481
600246,9481
301163,630
301163,301055
301163,630
301163,630
301163,630
301163,630
301163,630
301163,301055
2270,301055
605055,832225
605055,832225
600537,832225
600537,536
600537,536
600537,536
2075,8158
2075,2075
2075,2075
2075,8158
2075,26
2075,2075
2075,2075
2075,2075
2075,2075
2075,2075
2075,2075
601117,2675
688559,300433
688559,300433
688559,300433
2685,11834
555,34
555,34
555,34
555,34
2592,2094
2939,936
2939,600036
2939,508077
2939,600015
2939,600036
2939,13597
2939,508077
2939,936
300982,532
409,6722
409,39
409,498
409,2490
409,600403
409,618
409,600403
409,600403
409,600403
409,601995
409,498
409,498
409,2490
409,2490
409,618
409,618
409,430476
409,430476
409,430476
300002,601995
300002,300425
600746,600746
600746,3028
600746,3028
698,630
698,601995
698,698
698,601995
698,601995
698,601995
698,2811
698,2051
698,2051
2312,942
2312,515
2312,515
2312,515
2312,515
2312,515
2312,515
2312,515
603609,8461
603609,8461
603609,600462
603609,300179
603609,603697
603609,8461
603609,8461
603609,600462
603609,603697
603609,300179
600814,630
600859,630
600859,630
600353,2158
600353,333
600429,802
600429,802
600429,802
600429,802
600151,600135
600151,871642
600151,871642
600151,430476
600151,16763
600151,871642
600151,871642
833,835305
833,835305
605162,600108
600608,600108
600608,834033
600608,834033
553,630
553,630
553,698
553,698
553,600959
553,600959
553,600959
553,1497
553,2051
553,1940
553,1940
553,2471
553,2471
553,2542
553,2542
553,2542
553,2542
553,2542
553,2471
553,600959
553,600959
553,600959
553,2051
553,2051
553,2051
553,2471
553,2471
553,2471
553,2542
553,2542
553,2542
605555,600486
605555,300302
605555,300302
603569,300302
603569,836892
603569,836892
600097,833171
600097,630
600097,630
600097,630
600097,39
600097,39
300237,300781
300237,300781
300237,300781
600435,630
600550,600058
2337,600058
607,39
607,39
607,39
607,39
607,39
607,39
758,630
758,2
758,13081
758,630
758,13081
758,13081
758,13081
758,13081
600525,301328
300350,300679
300350,300679
600467,300679
600467,600467
600467,6294
600467,600206
600467,488
600467,603697
600467,6294
300449,19
300449,603087
300449,2094
603698,19
300185,6658
300185,600403
300185,600403
300185,600403
300185,600403
300891,600403
300048,600403
300048,333
300048,333
300048,333
300048,333
300048,601996
300048,2378
300048,333
300048,333
300048,333
688220,333
300273,831167
688110,831167
885,23
885,23
885,11084
885,601995
885,19
885,548
885,548
885,548
885,548
885,548
885,23
885,23
885,23
885,488
885,488
885,548
885,548
885,548
885,548
885,548
885,23
885,488
885,488
790,10413
790,10413
600811,830839
600811,600811
600811,600811
600811,2077
600811,10958
600811,600811
600811,2077
600811,10958
603213,600811
603213,630
603213,399975
600596,628
600596,2010
600596,2010
600596,2010
600596,2010
601212,2010
300446,600135
300446,600135
300446,9550
300446,600135
300446,600135
300446,600135
300446,600135
300446,300302
300446,300302
300446,300302
300446,300302
300446,9550
300446,9550
300446,9550
300446,9550
969,8370
969,8370
969,300302
969,6580
969,6580
969,833427
969,833427
969,300034
969,300302
969,300302
603116,403
603116,399428
603116,2649
605056,630
605056,11363
605056,11363
688528,300302
670,601568
601168,601168
601168,601168
601168,601168
601168,630
603956,2693
601099,835670
2217,430139
2217,430139
2217,430139
2217,430139
600463,430139
300741,13150
300741,13150
2840,793
2840,139
2840,139
2840,793
2840,793
2840,833346
2840,833346
2840,300498
2840,300498
2840,9138
2840,9481
2840,139
2840,139
2840,2522
2840,833346
2840,833346
2840,11336
2840,300498
2840,603331
2840,793
2840,793
2437,2390
950,6306
950,6306
950,6306
950,6306
950,300061
950,300061
950,300061
300657,908
2500,39
2500,9595
2500,9595
2500,9595
2500,9595
2500,9595
2500,9595
2500,9595
2500,39
2500,39
2500,6876
2500,6876
2500,600036
2500,600036
2500,9595
2500,9595
2500,755
2500,9595
2500,9595
2500,39
2500,6876
600330,300548
600330,688348
600330,2066
600330,688348
600330,10413
600330,10413
600330,300548
600330,2649
600330,2649
601997,2649
601997,630
601997,835670
600888,832110
600888,832110
600888,833171
601326,39
601326,39
601326,39
300011,834639
300011,834639
600438,836892
600438,600438
600008,9568
2351,832171
600232,11351
600232,11351
600232,11351
600232,11351
3008,301073
3008,301073
688375,301073
630,737
630,737
630,737
630,737
630,630
630,630
630,737
630,737
630,737
603101,2732
603101,819
603101,872925
603101,2732
300687,967
300687,967
300687,967
601188,430139
601188,430139
300422,300408
600203,2593
600203,2593
600203,2593
600203,6846
600203,6846
600203,2593
600203,6846
600203,6846
600203,833533
600203,6846
600203,6846
2387,430139
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
2167,2601
605151,7221
605151,600259
605151,600259
605151,600259
2276,832662
2276,832662
2276,832662
2276,832662
2276,832662
2276,832662
2276,832662
2276,832662
2276,832662
2276,832662
2276,832662
300927,688580
2796,600769
2796,600769
2796,600769
2796,600769
601106,600769
601106,601106
603813,2645
2721,690
2721,833230
2721,690
2721,690
1217,833230
603869,600206
603869,600206
603648,630
603648,630
300971,603087
300111,600853
300111,630
300111,630
300043,908
300043,908
977,600756
977,10557
600053,778
600310,600403
761,898
761,39
761,300302
761,12191
761,12191
761,39
601399,159
601399,2046
601399,2046
601399,600050
601399,600050
601399,2610
601399,2046
601399,2051
601228,507
601228,507
601228,507
601228,507
601228,507
601228,39
601228,39
601228,39
601228,39
601228,430139
601228,507
601228,507
601228,507
601228,507
601228,507
601228,39
601228,630
601228,430139
601228,630
601228,430139
2443,2075
2443,587
2443,587
2443,2075
2443,2075
2722,2075
600300,488
600300,600300
600300,600300
600300,600300
600320,736
600320,736
600320,736
600320,736
600320,736
600320,159
600320,159
600320,630
600320,630
600320,159
600320,736
600320,630
600320,630
600320,159
600320,736
600320,736
600320,736
600320,630
600131,600131
600131,600131
600131,6560
600131,630
600131,600131
600131,6560
600131,600131
600131,600021
600131,600021
600143,300061
600143,300061
600143,300061
600143,300061
2331,832735
2331,630
2331,399302
600651,833346
600651,10170
600651,2036
600651,527
600651,600037
899,600822
899,600822
547,600822
547,17209
547,17209
600754,428
300545,301138
300334,301138
600918,600022
600918,600022
600918,600022
600918,600022
600918,600022
600918,600022
600918,600403
600918,600403
600918,600403
600918,600403
600918,600403
600918,600403
600918,600403
600918,600403
600918,39
600918,600036
600918,600036
600918,430139
600918,600022
600918,600022
600918,832662
600918,832662
600918,832662
600918,832662
600918,832662
600918,832662
600918,832662
600918,832662
600918,6294
600918,6294
601555,630
2901,4481
2901,4481
2901,4481
2489,300302
300698,2276
300698,2276
601827,430139
601827,8545
685,776
685,13369
685,630
685,18
685,610
685,610
685,610
685,610
685,610
600703,8477
600703,600703
600703,600703
600703,600703
600703,600703
600703,600703
600703,600703
600703,600703
600703,600703
600703,8477
600703,614
600703,8477
600703,8477
600703,8477
600703,600703
600703,600703
600703,600703
600703,600703
600703,600703
600703,600703
600703,600703
600703,600703
2180,1259
2180,1259
2180,300302
2180,300302
2180,14433
2180,300302
2180,300302
2180,14433
601606,1209
703,10413
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,10413
703,10413
703,10413
703,703
703,703
703,703
703,703
703,703
703,10413
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,703
703,10413
703,10413
703,10413
703,10413
703,10413
703,10413
300527,10413
300527,300527
300527,300527
300527,300527
300527,300527
300527,600150
601077,600150
601077,601963
603181,1317
600392,15541
600392,8340
600392,8340
600392,8340
600392,8340
600392,8340
600392,8340
600392,8340
600392,8340
600332,10405
600332,10405
600332,10405
600332,10405
600332,10405
600332,10405
600332,10405
600332,10405
600332,10405
600332,10405
603918,10405
600626,39
600626,39
2927,39
2927,300101
2187,300101
2187,9
2187,9
2187,9
2187,9
2187,9
2187,9
2187,9
2187,9
2187,9
301279,833454
301279,833454
301279,833454
767,301279
978,300302
978,600206
978,600206
978,600206
978,600206
978,600206
978,600206
978,600206
978,600206
978,600206
601108,9774
601108,601916
601108,600927
601108,600927
601108,600927
601108,600927
601108,600927
601108,600927
601108,600927
2008,399302
2008,2175
2008,2175
2008,2175
2008,2175
2008,19
2008,19
2008,19
2008,19
2008,19
2008,19
2008,19
2008,430139
582,39
582,157
582,430139
582,600206
582,301234
582,601995
582,603159
582,630
582,630
582,301234
582,837046
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,837046
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,630
582,301234
582,301234
582,39
582,39
582,39
582,837046
582,837046
545,6846
545,6846
545,6846
545,600959
545,600959
545,600959
545,600959
601086,300102
601086,7272
601086,7272
601086,7090
601086,869
601086,869
601113,4736
601113,4736
300150,39
600800,618
600800,8590
600800,601995
600800,13
600800,8590
600800,630
600800,630
2621,2651
2621,2651
2621,2651
2621,2651
2621,2651
2621,2651
601016,601995
601016,601995
601016,601995
601016,601995
601016,601995
601016,601995
601016,601995
601016,601995
601016,601995
601016,833873
2818,301103
300905,2830
688617,630
688425,630
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
688425,601186
2449,2672
2449,430476
2449,2672
166,2672
166,601229
166,601229
166,601229
166,601229
166,865
166,865
688269,819
688269,819
688269,819
688269,819
688269,819
300849,819
695,9010
695,9010
695,9010
695,2134
695,9010
695,39
603150,39
603132,603132
603132,603132
605089,831834
605089,403
605089,833533
605089,598
605089,4
300486,301119
601118,430139
